collation_name;column_name;default_expr;formatted_type;generated_kind;identity_kind;not_null;object_name;object_type;ordinal_position;schema_name;type_name;type_schema
pg_catalog.default;name;;text;;;true;saas_addons;BASE TABLE;3;public;text;pg_catalog
pg_catalog.default;description;;text;;;false;saas_addons;BASE TABLE;4;public;text;pg_catalog
pg_catalog.default;category;'gestao'::text;text;;;true;saas_addons;BASE TABLE;5;public;text;pg_catalog
pg_catalog.default;icon;;text;;;false;saas_addons;BASE TABLE;6;public;text;pg_catalog
pg_catalog.default;module_key;;text;;;true;saas_addons;BASE TABLE;7;public;text;pg_catalog
;monthly_price;0;numeric(10,2);;;true;saas_addons;BASE TABLE;8;public;numeric;pg_catalog
pg_catalog.default;currency;'BRL'::text;text;;;true;saas_addons;BASE TABLE;9;public;text;pg_catalog
pg_catalog.default;stripe_price_id_test;;text;;;false;saas_addons;BASE TABLE;10;public;text;pg_catalog
pg_catalog.default;stripe_price_id_live;;text;;;false;saas_addons;BASE TABLE;11;public;text;pg_catalog
pg_catalog.default;minimum_plan;;text;;;false;saas_addons;BASE TABLE;12;public;text;pg_catalog
;max_quantity;1;integer;;;true;saas_addons;BASE TABLE;13;public;int4;pg_catalog
;trial_days;0;integer;;;true;saas_addons;BASE TABLE;14;public;int4;pg_catalog
;benefits;'[]'::jsonb;jsonb;;;true;saas_addons;BASE TABLE;15;public;jsonb;pg_catalog
;sort_order;0;integer;;;true;saas_addons;BASE TABLE;16;public;int4;pg_catalog
;is_active;true;boolean;;;true;saas_addons;BASE TABLE;17;public;bool;pg_catalog
;created_at;now();timestamp with time zone;;;true;saas_addons;BASE TABLE;18;public;timestamptz;pg_catalog
;updated_at;now();timestamp with time zone;;;true;saas_addons;BASE TABLE;19;public;timestamptz;pg_catalog
;is_premium;false;boolean;;;true;saas_addons;BASE TABLE;20;public;bool;pg_catalog
;annual_price;0;numeric(10,2);;;true;saas_addons;BASE TABLE;21;public;numeric;pg_catalog
pg_catalog.default;stripe_product_id_test;;text;;;false;saas_addons;BASE TABLE;22;public;text;pg_catalog
pg_catalog.default;stripe_product_id_live;;text;;;false;saas_addons;BASE TABLE;23;public;text;pg_catalog
;minimum_plan_id;;uuid;;;false;saas_addons;BASE TABLE;24;public;uuid;pg_catalog
;id;gen_random_uuid();uuid;;;true;saas_admin_voucher_audit_logs;BASE TABLE;1;public;uuid;pg_catalog
;voucher_id;;uuid;;;false;saas_admin_voucher_audit_logs;BASE TABLE;2;public;uuid;pg_catalog
;redemption_id;;uuid;;;false;saas_admin_voucher_audit_logs;BASE TABLE;3;public;uuid;pg_catalog
;tenant_id;;uuid;;;false;saas_admin_voucher_audit_logs;BASE TABLE;4;public;uuid;pg_catalog
;barbershop_id;;uuid;;;false;saas_admin_voucher_audit_logs;BASE TABLE;5;public;uuid;pg_catalog
pg_catalog.default;action;;text;;;true;saas_admin_voucher_audit_logs;BASE TABLE;6;public;text;pg_catalog
;actor_user_id;;uuid;;;false;saas_admin_voucher_audit_logs;BASE TABLE;7;public;uuid;pg_catalog
pg_catalog.default;actor_ip;;text;;;false;saas_admin_voucher_audit_logs;BASE TABLE;8;public;text;pg_catalog
pg_catalog.default;reason;;text;;;false;saas_admin_voucher_audit_logs;BASE TABLE;9;public;text;pg_catalog
;previous_values;;jsonb;;;false;saas_admin_voucher_audit_logs;BASE TABLE;10;public;jsonb;pg_catalog
;new_values;;jsonb;;;false;saas_admin_voucher_audit_logs;BASE TABLE;11;public;jsonb;pg_catalog
;created_at;now();timestamp with time zone;;;true;saas_admin_voucher_audit_logs;BASE TABLE;12;public;timestamptz;pg_catalog
;id;gen_random_uuid();uuid;;;true;saas_admin_voucher_redemptions;BASE TABLE;1;public;uuid;pg_catalog
;voucher_id;;uuid;;;true;saas_admin_voucher_redemptions;BASE TABLE;2;public;uuid;pg_catalog
;tenant_id;;uuid;;;true;saas_admin_voucher_redemptions;BASE TABLE;3;public;uuid;pg_catalog
;barbershop_id;;uuid;;;false;saas_admin_voucher_redemptions;BASE TABLE;4;public;uuid;pg_catalog
pg_catalog.default;stripe_customer_id;;text;;;false;saas_admin_voucher_redemptions;BASE TABLE;5;public;text;pg_catalog
pg_catalog.default;stripe_subscription_id;;text;;;false;saas_admin_voucher_redemptions;BASE TABLE;6;public;text;pg_catalog
;previous_plan_id;;uuid;;;false;saas_admin_voucher_redemptions;BASE TABLE;7;public;uuid;pg_catalog
;applied_plan_id;;uuid;;;false;saas_admin_voucher_redemptions;BASE TABLE;8;public;uuid;pg_catalog
;covered_addon_ids;'{}'::uuid[];uuid[];;;true;saas_admin_voucher_redemptions;BASE TABLE;9;public;_uuid;pg_catalog
;original_monthly_amount;;numeric(12,2);;;false;saas_admin_voucher_redemptions;BASE TABLE;10;public;numeric;pg_catalog
;discount_amount;;numeric(12,2);;;false;saas_admin_voucher_redemptions;BASE TABLE;11;public;numeric;pg_catalog
;final_monthly_amount;;numeric(12,2);;;false;saas_admin_voucher_redemptions;BASE TABLE;12;public;numeric;pg_catalog
pg_catalog.default;status;'pending'::text;text;;;true;saas_admin_voucher_redemptions;BASE TABLE;13;public;text;pg_catalog
;starts_at;;timestamp with time zone;;;false;saas_admin_voucher_redemptions;BASE TABLE;14;public;timestamptz;pg_catalog
;ends_at;;timestamp with time zone;;;false;saas_admin_voucher_redemptions;BASE TABLE;15;public;timestamptz;pg_catalog
;applied_by;;uuid;;;false;saas_admin_voucher_redemptions;BASE TABLE;16;public;uuid;pg_catalog
;applied_at;now();timestamp with time zone;;;true;saas_admin_voucher_redemptions;BASE TABLE;17;public;timestamptz;pg_catalog
;revoked_by;;uuid;;;false;saas_admin_voucher_redemptions;BASE TABLE;18;public;uuid;pg_catalog
;revoked_at;;timestamp with time zone;;;false;saas_admin_voucher_redemptions;BASE TABLE;19;public;timestamptz;pg_catalog
pg_catalog.default;revocation_reason;;text;;;false;saas_admin_voucher_redemptions;BASE TABLE;20;public;text;pg_catalog
;metadata;'{}'::jsonb;jsonb;;;true;saas_admin_voucher_redemptions;BASE TABLE;21;public;jsonb;pg_catalog
;created_at;now();timestamp with time zone;;;true;saas_admin_voucher_redemptions;BASE TABLE;22;public;timestamptz;pg_catalog
;updated_at;now();timestamp with time zone;;;true;saas_admin_voucher_redemptions;BASE TABLE;23;public;timestamptz;pg_catalog
;id;gen_random_uuid();uuid;;;true;saas_admin_vouchers;BASE TABLE;1;public;uuid;pg_catalog
pg_catalog.default;name;;text;;;true;saas_admin_vouchers;BASE TABLE;2;public;text;pg_catalog
pg_catalog.default;purpose;;text;;;true;saas_admin_vouchers;BASE TABLE;3;public;text;pg_catalog
;specific_tenant_id;;uuid;;;false;saas_admin_vouchers;BASE TABLE;4;public;uuid;pg_catalog
;specific_barbershop_id;;uuid;;;false;saas_admin_vouchers;BASE TABLE;5;public;uuid;pg_catalog
;allowed_plan_id;;uuid;;;false;saas_admin_vouchers;BASE TABLE;6;public;uuid;pg_catalog
;includes_all_addons;true;boolean;;;true;saas_admin_vouchers;BASE TABLE;7;public;bool;pg_catalog
;allowed_addon_ids;'{}'::uuid[];uuid[];;;true;saas_admin_vouchers;BASE TABLE;8;public;_uuid;pg_catalog
;discount_percentage;100;numeric(5,2);;;true;saas_admin_vouchers;BASE TABLE;9;public;numeric;pg_catalog
pg_catalog.default;duration_type;'forever'::text;text;;;true;saas_admin_vouchers;BASE TABLE;10;public;text;pg_catalog
;starts_at;;timestamp with time zone;;;false;saas_admin_vouchers;BASE TABLE;11;public;timestamptz;pg_catalog
;expires_at;;timestamp with time zone;;;false;saas_admin_vouchers;BASE TABLE;12;public;timestamptz;pg_catalog
;requires_payment_method;false;boolean;;;true;saas_admin_vouchers;BASE TABLE;13;public;bool;pg_catalog
pg_catalog.default;status;'draft'::text;text;;;true;saas_admin_vouchers;BASE TABLE;14;public;text;pg_catalog
pg_catalog.default;stripe_coupon_id_test;;text;;;false;saas_admin_vouchers;BASE TABLE;15;public;text;pg_catalog
pg_catalog.default;stripe_coupon_id_live;;text;;;false;saas_admin_vouchers;BASE TABLE;16;public;text;pg_catalog
pg_catalog.default;stripe_promotion_code_id_test;;text;;;false;saas_admin_vouchers;BASE TABLE;17;public;text;pg_catalog
pg_catalog.default;stripe_promotion_code_id_live;;text;;;false;saas_admin_vouchers;BASE TABLE;18;public;text;pg_catalog
;created_by;;uuid;;;false;saas_admin_vouchers;BASE TABLE;19;public;uuid;pg_catalog
;applied_by;;uuid;;;false;saas_admin_vouchers;BASE TABLE;20;public;uuid;pg_catalog
;applied_at;;timestamp with time zone;;;false;saas_admin_vouchers;BASE TABLE;21;public;timestamptz;pg_catalog
;revoked_by;;uuid;;;false;saas_admin_vouchers;BASE TABLE;22;public;uuid;pg_catalog
;revoked_at;;timestamp with time zone;;;false;saas_admin_vouchers;BASE TABLE;23;public;timestamptz;pg_catalog
pg_catalog.default;revocation_reason;;text;;;false;saas_admin_vouchers;BASE TABLE;24;public;text;pg_catalog
;created_at;now();timestamp with time zone;;;true;saas_admin_vouchers;BASE TABLE;25;public;timestamptz;pg_catalog
;updated_at;now();timestamp with time zone;;;true;saas_admin_vouchers;BASE TABLE;26;public;timestamptz;pg_catalog
;id;gen_random_uuid();uuid;;;true;saas_billing_settings;BASE TABLE;1;public;uuid;pg_catalog
;singleton;true;boolean;;;true;saas_billing_settings;BASE TABLE;2;public;bool;pg_catalog
;minimum_upgrade_savings;5.00;numeric(10,2);;;true;saas_billing_settings;BASE TABLE;3;public;numeric;pg_catalog
;upgrade_recommendation_enabled;true;boolean;;;true;saas_billing_settings;BASE TABLE;4;public;bool;pg_catalog
;created_at;now();timestamp with time zone;;;true;saas_billing_settings;BASE TABLE;5;public;timestamptz;pg_catalog
;updated_at;now();timestamp with time zone;;;true;saas_billing_settings;BASE TABLE;6;public;timestamptz;pg_catalog
;id;gen_random_uuid();uuid;;;true;saas_checkout_sessions;BASE TABLE;1;public;uuid;pg_catalog
;tenant_id;;uuid;;;true;saas_checkout_sessions;BASE TABLE;2;public;uuid;pg_catalog
;user_id;;uuid;;;true;saas_checkout_sessions;BASE TABLE;3;public;uuid;pg_catalog
pg_catalog.default;plan_key;;text;;;true;saas_checkout_sessions;BASE TABLE;4;public;text;pg_catalog
pg_catalog.default;stripe_price_id;;text;;;true;saas_checkout_sessions;BASE TABLE;5;public;text;pg_catalog
pg_catalog.default;stripe_checkout_session_id;;text;;;false;saas_checkout_sessions;BASE TABLE;6;public;text;pg_catalog
pg_catalog.default;status;'pending'::text;text;;;true;saas_checkout_sessions;BASE TABLE;7;public;text;pg_catalog
pg_catalog.default;environment;;text;;;true;saas_checkout_sessions;BASE TABLE;8;public;text;pg_catalog
pg_catalog.default;error_message;;text;;;false;saas_checkout_sessions;BASE TABLE;9;public;text;pg_catalog
;created_at;now();timestamp with time zone;;;true;saas_checkout_sessions;BASE TABLE;10;public;timestamptz;pg_catalog
;updated_at;now();timestamp with time zone;;;true;saas_checkout_sessions;BASE TABLE;11;public;timestamptz;pg_catalog
;id;gen_random_uuid();uuid;;;true;security_activity_logs;BASE TABLE;1;public;uuid;pg_catalog
;user_id;;uuid;;;true;security_activity_logs;BASE TABLE;2;public;uuid;pg_catalog
pg_catalog.default;event_type;;text;;;true;security_activity_logs;BASE TABLE;3;public;text;pg_catalog
;metadata;'{}'::jsonb;jsonb;;;false;security_activity_logs;BASE TABLE;4;public;jsonb;pg_catalog
pg_catalog.default;ip_address;;text;;;false;security_activity_logs;BASE TABLE;5;public;text;pg_catalog
pg_catalog.default;user_agent;;text;;;false;security_activity_logs;BASE TABLE;6;public;text;pg_catalog
;created_at;now();timestamp with time zone;;;false;security_activity_logs;BASE TABLE;7;public;timestamptz;pg_catalog
;id;gen_random_uuid();uuid;;;true;service_ratings;BASE TABLE;1;public;uuid;pg_catalog
;appointment_id;;uuid;;;true;service_ratings;BASE TABLE;2;public;uuid;pg_catalog
;customer_id;;uuid;;;true;service_ratings;BASE TABLE;3;public;uuid;pg_catalog
;barber_id;;uuid;;;true;service_ratings;BASE TABLE;4;public;uuid;pg_catalog
;user_id;;uuid;;;true;service_ratings;BASE TABLE;5;public;uuid;pg_catalog
;rating;;integer;;;true;service_ratings;BASE TABLE;6;public;int4;pg_catalog
pg_catalog.default;comment;;text;;;false;service_ratings;BASE TABLE;7;public;text;pg_catalog
;created_at;timezone('utc'::text, now());timestamp with time zone;;;true;service_ratings;BASE TABLE;8;public;timestamptz;pg_catalog
;id;gen_random_uuid();uuid;;;true;services;BASE TABLE;1;public;uuid;pg_catalog
;user_id;;uuid;;;true;services;BASE TABLE;2;public;uuid;pg_catalog
pg_catalog.default;name;;text;;;true;services;BASE TABLE;3;public;text;pg_catalog
pg_catalog.default;description;;text;;;false;services;BASE TABLE;4;public;text;pg_catalog
;price;;numeric(10,2);;;true;services;BASE TABLE;5;public;numeric;pg_catalog
;duration_minutes;;integer;;;true;services;BASE TABLE;6;public;int4;pg_catalog
;active;true;boolean;;;false;services;BASE TABLE;7;public;bool;pg_catalog
;created_at;timezone('utc'::text, now());timestamp with time zone;;;true;services;BASE TABLE;8;public;timestamptz;pg_catalog
;tenant_id;;uuid;;;false;services;BASE TABLE;9;public;uuid;pg_catalog
pg_catalog.default;category;'Geral'::text;text;;;false;services;BASE TABLE;10;public;text;pg_catalog
;id;nextval('status_checks_id_seq'::regclass);bigint;;;true;status_checks;BASE TABLE;1;public;int8;pg_catalog
;service_id;;uuid;;;true;status_checks;BASE TABLE;2;public;uuid;pg_catalog
pg_catalog.default;status;;text;;;true;status_checks;BASE TABLE;3;public;text;pg_catalog
;latency_ms;;integer;;;false;status_checks;BASE TABLE;4;public;int4;pg_catalog
;success;true;boolean;;;true;status_checks;BASE TABLE;5;public;bool;pg_catalog
pg_catalog.default;message;;text;;;false;status_checks;BASE TABLE;6;public;text;pg_catalog
;checked_at;now();timestamp with time zone;;;true;status_checks;BASE TABLE;7;public;timestamptz;pg_catalog
;id;gen_random_uuid();uuid;;;true;status_incidents;BASE TABLE;1;public;uuid;pg_catalog
pg_catalog.default;title;;text;;;true;status_incidents;BASE TABLE;2;public;text;pg_catalog
pg_catalog.default;description;;text;;;false;status_incidents;BASE TABLE;3;public;text;pg_catalog
pg_catalog.default;severity;'minor'::text;text;;;true;status_incidents;BASE TABLE;4;public;text;pg_catalog
pg_catalog.default;status;'investigating'::text;text;;;true;status_incidents;BASE TABLE;5;public;text;pg_catalog
pg_catalog.default;affected_services;'{}'::text[];text[];;;true;status_incidents;BASE TABLE;6;public;_text;pg_catalog
;started_at;now();timestamp with time zone;;;true;status_incidents;BASE TABLE;7;public;timestamptz;pg_catalog
;resolved_at;;timestamp with time zone;;;false;status_incidents;BASE TABLE;8;public;timestamptz;pg_catalog
;created_by;;uuid;;;false;status_incidents;BASE TABLE;9;public;uuid;pg_catalog
;created_at;now();timestamp with time zone;;;true;status_incidents;BASE TABLE;10;public;timestamptz;pg_catalog
;updated_at;now();timestamp with time zone;;;true;status_incidents;BASE TABLE;11;public;timestamptz;pg_catalog
;id;gen_random_uuid();uuid;;;true;status_maintenances;BASE TABLE;1;public;uuid;pg_catalog
pg_catalog.default;title;;text;;;true;status_maintenances;BASE TABLE;2;public;text;pg_catalog
pg_catalog.default;description;;text;;;false;status_maintenances;BASE TABLE;3;public;text;pg_catalog
pg_catalog.default;impact;'low'::text;text;;;true;status_maintenances;BASE TABLE;4;public;text;pg_catalog
;scheduled_start;;timestamp with time zone;;;true;status_maintenances;BASE TABLE;5;public;timestamptz;pg_catalog
;scheduled_end;;timestamp with time zone;;;true;status_maintenances;BASE TABLE;6;public;timestamptz;pg_catalog
pg_catalog.default;affected_services;'{}'::text[];text[];;;true;status_maintenances;BASE TABLE;7;public;_text;pg_catalog
pg_catalog.default;status;'scheduled'::text;text;;;true;status_maintenances;BASE TABLE;8;public;text;pg_catalog
;created_at;now();timestamp with time zone;;;true;status_maintenances;BASE TABLE;9;public;timestamptz;pg_catalog
;updated_at;now();timestamp with time zone;;;true;status_maintenances;BASE TABLE;10;public;timestamptz;pg_catalog
;id;gen_random_uuid();uuid;;;true;status_services;BASE TABLE;1;public;uuid;pg_catalog
pg_catalog.default;slug;;text;;;true;status_services;BASE TABLE;2;public;text;pg_catalog
pg_catalog.default;name;;text;;;true;status_services;BASE TABLE;3;public;text;pg_catalog
pg_catalog.default;category;'core'::text;text;;;true;status_services;BASE TABLE;4;public;text;pg_catalog
pg_catalog.default;description;;text;;;false;status_services;BASE TABLE;5;public;text;pg_catalog
;display_order;0;integer;;;true;status_services;BASE TABLE;6;public;int4;pg_catalog
pg_catalog.default;manual_status;;text;;;false;status_services;BASE TABLE;7;public;text;pg_catalog
;enabled;true;boolean;;;true;status_services;BASE TABLE;8;public;bool;pg_catalog
;created_at;now();timestamp with time zone;;;true;status_services;BASE TABLE;9;public;timestamptz;pg_catalog
;updated_at;now();timestamp with time zone;;;true;status_services;BASE TABLE;10;public;timestamptz;pg_catalog
;id;gen_random_uuid();uuid;;;true;subprocessors;BASE TABLE;1;public;uuid;pg_catalog
pg_catalog.default;name;;text;;;true;subprocessors;BASE TABLE;2;public;text;pg_catalog
pg_catalog.default;purpose;;text;;;true;subprocessors;BASE TABLE;3;public;text;pg_catalog
pg_catalog.default;category;;text;;;true;subprocessors;BASE TABLE;4;public;text;pg_catalog
pg_catalog.default;country;;text;;;false;subprocessors;BASE TABLE;5;public;text;pg_catalog
pg_catalog.default;privacy_url;;text;;;false;subprocessors;BASE TABLE;6;public;text;pg_catalog
pg_catalog.default;website_url;;text;;;false;subprocessors;BASE TABLE;7;public;text;pg_catalog
pg_catalog.default;logo_url;;text;;;false;subprocessors;BASE TABLE;8;public;text;pg_catalog
;active;true;boolean;;;true;subprocessors;BASE TABLE;9;public;bool;pg_catalog
;sort_order;0;integer;;;true;subprocessors;BASE TABLE;10;public;int4;pg_catalog
;created_at;now();timestamp with time zone;;;true;subprocessors;BASE TABLE;11;public;timestamptz;pg_catalog
;updated_at;now();timestamp with time zone;;;true;subprocessors;BASE TABLE;12;public;timestamptz;pg_catalog
;id;gen_random_uuid();uuid;;;true;subscription_card_scans;BASE TABLE;1;public;uuid;pg_catalog
;tenant_id;;uuid;;;true;subscription_card_scans;BASE TABLE;2;public;uuid;pg_catalog
;customer_id;;uuid;;;false;subscription_card_scans;BASE TABLE;3;public;uuid;pg_catalog
;subscription_id;;uuid;;;false;subscription_card_scans;BASE TABLE;4;public;uuid;pg_catalog
;scanned_by;;uuid;;;false;subscription_card_scans;BASE TABLE;5;public;uuid;pg_catalog
;scanned_at;now();timestamp with time zone;;;true;subscription_card_scans;BASE TABLE;6;public;timestamptz;pg_catalog
